"cell.id";"longitude_cell";"latitude_cell";"-P50";"Slope";"-TLP";"LS";"Ks";"WD";"LMA";"N";"group";"per";"MAT";"MAP";"meanT_Q";"pre_dryQ";"AI"
24;-86.875;40.375;0.532295573392491;4.01526201779674;0.647826159561829;-0.566307683446619;0.663011858317206;0.569454575989884;4.16892784149096;3.04833454636099;"BD";1;10.5585832595825;949.5;22.4220008850098;163.5;0.830558
25;-85.625;41.625;0.589734821496917;4.31243308279433;0.678290044098245;-0.739345348620429;0.681863354765397;0.559338711239051;3.61074186857718;2.94871476700035;"BD";1;9.32833337783813;926.5;21.2620000839233;158.5;0.834672
26;-85.125;39.875;0.738994930990461;3.57689119635326;0.675537340600533;-0.534583833755644;0.73011730523674;0.604218580370055;3.7127849855929;3.13754686370045;"BD";1;10.1501665115356;1034;21.5939998626709;195;0.911154
27;-96.875;37.875;0.174004400405226;4.20571363426017;0.627717104485809;-0.365312414120527;0.601717528675285;0.560051667130005;3.70545977033183;3.12835229785684;"BD";0.984005962274418;13.1901664733887;870;25.1333332061768;86;0.537596
28;-96.125;37.125;0.430450007966004;3.85654270890727;0.902684312451634;-0.58758223630572;0.337904673642161;0.622337198606706;4.52348261733713;2.87149746372492;"BD";0.956937794659528;14.2955739763048;1004.11111111111;25.779629389445;118.444444444444;0.609227111111111
29;-96.375;37.125;0.381020933706674;3.98900649506725;0.979514547494708;-0.782340120141499;-0.153379020481081;0.648857236278937;4.69914212853065;2.76065274524229;"BD";0.973456139255155;14.3348331451416;963;25.8926658630371;110;0.583652
30;-96.375;37.375;0.500775288;3.94085967806;0.55213659659;-0.25764839918;0.488580015;0.55;3.418054499;3.261935314;"BD";1;13.6743335723877;919;25.2133331298828;97;0.557684
31;-96.125;37.625;-0.0716730283076764;3.92798217278887;0.605335946606502;0.0598269408266892;0.479211337780491;0.707402184339397;4.26258725275555;3.190401182348;"BD";0.977735893509247;13.523499806722;929.333333333333;25.265110651652;92;0.585504
32;-97.875;37.625;-0.383844354213659;3.92500778835552;0.510377779495568;-0.6042642240413;0.594419074279735;0.498146206633626;4.36888160262551;2.96400144845889;"BD";1;13.6968336105347;751;26.0960006713867;65;0.428764
33;-77.375;39.375;0.804931881120956;3.35971758317498;0.936621439384444;-0.448378558746013;0.706413105211119;0.55462293903229;4.27035040993051;2.95901841486126;"BD";1;11.9995002746582;1017.33333333333;22.6542224884033;215.666666666667;0.801774666666667
34;-76.625;39.625;1.04058798784337;3.35272904876101;0.753798782403011;-0.514828256799426;0.577197016775365;0.487111469152221;4.48698363367656;2.92476837494078;"BD";0.785344831553226;11.6125001907349;1118.8;22.3884006500244;242.6;0.8962792
