"species"	"species.orig"	"genus.orig"	"family.orig"	"P50"	"slope"	"TLP"	"Ks"	"LS"	"WD"	"LMA"	"leafN"	"group"
"418"	"Pinus_serotina"	"Pinus serotina"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-0.536143432	-1.797817784	0.51	5.629777061	2.163323026	"CC"
"419"	"Pinus_strobiformis"	"Pinus strobiformis"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-0.536143432	-1.797817784	0.4	5.478636921	2.552565298	"CC"
"420"	"Pinus_strobus"	"Pinus strobus"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-0.536143432	-0.314710745	0.35	4.349438875	2.624668592	"CC"
"421"	"Pinus_sylvestris"	"Pinus sylvestris"	"Pinus"	"Pinaceae"	1.160020917	3.123685638	0.741937345	-0.809680997	-1.76489361	0.565	5.365602113	2.527726647	"CC"
"422"	"Pinus_taeda"	"Pinus taeda"	"Pinus"	"Pinaceae"	1.078409581	3.760036648	0.792992516	-0.536143432	-1.687399454	0.47	4.759177998	2.34228646	"CC"
"423"	"Pinus_uncinata"	"Pinus uncinata"	"Pinus"	"Pinaceae"	0.777028665	4.571820206	0.761776587	-0.536143432	-1.797817784	0.55	6.016596088	2.385086315	"CC"
"424"	"Pinus_virginiana"	"Pinus virginiana"	"Pinus"	"Pinaceae"	1.401182974	3.9719715385	0.683096845	0.350656872	-1.797817784	0.45	5.383714942	2.379546134	"CC"
"425"	"Pinus_washoensis"	"Pinus washoensis"	"Pinus"	"Pinaceae"	1.174028928	3.9719715385	0.761776587	-0.536143432	-1.797817784	0.48	5.478636921	2.417473842	"CC"
"426"	"Piscidia_carthagenensis"	"Piscidia carthagenensis"	"Piscidia"	"Leguminosae"	0.7939487885	2.9400832195	0.698134722	1.202972304	-0.246393865	0.665	4.475289265	3.385745277	"BD"
"427"	"Pisonia_albida"	"Pisonia albida"	"Pisonia"	"Nyctaginaceae"	0.579584103715	3.862790261845	0.63668135827	0.657201614865	-0.619840453895	0.51	4.150001794295	3.091042453	"BE"
"428"	"Pisonia_subcordata"	"Pisonia subcordata"	"Pisonia"	"Nyctaginaceae"	0.597548165085	3.73816201389	0.77723775099	0.645013519335	-0.591032497905	0.51	4.0877197216925	2.724579503	"BE"
"429"	"Pistacia_lentiscus"	"Pistacia lentiscus"	"Pistacia"	"Anacardiaceae"	1.498506352	2.91506437	1.155307632	-0.371063681	-1.027403873	0.61	4.873669439	2.48490665	"BE"
"430"	"Pistacia_terebinthus"	"Pistacia terebinthus"	"Pistacia"	"Anacardiaceae"	1.235471471	2.663401449	1.098612289	-0.371063681	-1.027403873	0.695	4.310530633	3.07176696	"BT"
"431"	"Pithecellobium_dulce"	"Pithecellobium dulce"	"Pithecellobium"	"Leguminosae"	0.479334957	2.165619238	0.698134722	-0.616186139	-0.428025184	0.61	4.578826211	3.2540499	"BE"
"432"	"Pithecellobium_unguis-cati"	"Pithecellobium unguis-cati"	"Pithecellobium"	"Leguminosae"	0.479334957	2.165619238	0.698134722	-0.616186139	-0.428025184	0.61	4.578826211	3.2540499	"BE"
"433"	"Planera_aquatica"	"Planera aquatica"	"Planera"	"Ulmaceae"	-0.8047189565	3.827263475475	0.54522705	1.004301609	-0.510825624	0.57	3.752825339	3.0112393005	"BT"
"434"	"Platanus_acerifolia"	"Platanus acerifolia"	"Platanus"	"Platanaceae"	0.559615788	3.5987494304	0.629230495	0.625938431	-0.39765133298	0.53	4.2233210035	3.0094073005	"BT"
"435"	"Platanus_hispanica"	"Platanus hispanica"	"Platanus"	"Platanaceae"	0.368109322	3.47565022991	0.693147181	0.625938431	-0.431370879665	0.66	4.2233210035	3.317453388	"BT"
"436"	"Platanus_occidentalis"	"Platanus occidentalis"	"Platanus"	"Platanaceae"	0.470003629	3.66449419466	0.629230495	0.625938431	-0.454062649785	0.425	4.041998082	2.701361213	"BT"
"437"	"Platanus_racemosa"	"Platanus racemosa"	"Platanus"	"Platanaceae"	0.693147181	3.587176718205	0.565313809	0.625938431	-0.63637417206	0.53	4.404643925	3.0094073005	"BT"
"438"	"Platanus_wrightii"	"Platanus wrightii"	"Platanus"	"Platanaceae"	0.5148097085	3.72709187278	0.629230495	0.625938431	-0.790214501915	0.53	4.2233210035	3.0094073005	"BT"
"439"	"Plumeria_obtusa"	"Plumeria obtusa"	"Plumeria"	"Apocynaceae"	0.82502608546	3.34068088527	0.70030462118	0.770871253315001	-0.529636056805	0.67495	4.26879246972	2.595254707	"BE"
"440"	"Podocarpus_coriaceus"	"Podocarpus coriaceus"	"Podocarpus"	"Podocarpaceae"	0.906138956535	3.554820047345	0.858895353475	0.60884371304	-0.73233571684	0.7	4.294787245195	2.74737914464	"BE"
"441"	"Poitea_florida"	"Poitea florida"	"Poitea"	"Leguminosae"	0.7939487885	2.9400832195	0.698134722	1.202972304	-0.246393865	0.61	4.475289265	3.188828904	"BT"
"442"	"Populus_alba"	"Populus alba"	"Populus"	"Salicaceae"	0.425267735	3.886089623	0.620576488	0.774727168	-0.967584026	0.445	4.365897253	3.242592351	"BT"
"443"	"Populus_angustifolia"	"Populus angustifolia"	"Populus"	"Salicaceae"	0.527682741	3.886089623	0.719775364	0.774727168	-0.967584026	0.4	4.317221411	3.094921992	"BT"
"444"	"Populus_balsamifera"	"Populus balsamifera"	"Populus"	"Salicaceae"	0.524728529	3.742894042	0.845868268	0.774727168	-0.967584026	0.33	4.267316996	2.90416508	"BT"
"445"	"Populus_canescens"	"Populus canescens"	"Populus"	"Salicaceae"	0.524728529	3.886089623	0.719775364	0.774727168	-0.967584026	0.4	4.288127958	3.094921992	"BT"
"446"	"Populus_deltoides"	"Populus deltoides"	"Populus"	"Salicaceae"	0.524728529	4.215307721	0.751416089	2.650421088	-0.967584026	0.41	4.511957804	3.058707073	"BT"
"447"	"Populus_fremontii"	"Populus fremontii"	"Populus"	"Salicaceae"	0.329303747	4.214421262	0.719775364	0.254642218	-0.967584026	0.4	4.781767055	2.580595546	"BT"
"448"	"Populus_grandidentata"	"Populus grandidentata"	"Populus"	"Salicaceae"	0.524728529	3.886089623	0.719775364	0.774727168	-0.967584026	0.36	4.365897253	3.144152279	"BT"
"449"	"Populus_heterophylla"	"Populus heterophylla"	"Populus"	"Salicaceae"	0.524728529	3.886089623	0.719775364	0.774727168	-0.967584026	0.4	4.365897253	3.17930305	"BT"
"450"	"Populus_indet"	"Populus indet"	"Populus"	"Salicaceae"	0.524728529	3.886089623	0.719775364	0.774727168	-0.967584026	0.4	4.365897253	3.094921992	"BT"
"451"	"Populus_nigra"	"Populus nigra"	"Populus"	"Salicaceae"	0.693147181	4.235410003	0.654925968	0.774727168	-0.967584026	0.415	4.478131953	2.86105737	"BT"
"452"	"Populus_tremula"	"Populus tremula"	"Populus"	"Salicaceae"	0.639218839	3.819907717	0.688134639	0.774727168	-0.967584026	0.5	4.40366581	3.149525747	"BT"
"453"	"Populus_tremuloides"	"Populus tremuloides"	"Populus"	"Salicaceae"	0.672944473	3.041183536	0.719775364	0.029558802	-0.967584026	0.395	4.072439727	3.131136911	"BT"
"454"	"Populus_trichocarpa"	"Populus trichocarpa"	"Populus"	"Salicaceae"	0.270027137	4.349503443	0.75612198	0.832909123	-0.79700882	0.35	4.365897253	3.010620886	"BT"
"455"	"Populus_x canadensis"	"Populus x canadensis"	"Populus"	"Salicaceae"	0.524728529	3.886089623	0.719775364	0.774727168	-0.967584026	0.4	4.365897253	3.094921992	"BT"
"456"	"Pouteria_multiflora"	"Pouteria multiflora"	"Pouteria"	"Sapotaceae"	0.212421404	3.025291076	1.064710737	2.251291799	-0.45383373751	0.77	4.551241844	3.570095918	"BE"
"457"	"Pouteria_sapota"	"Pouteria sapota"	"Pouteria"	"Sapotaceae"	0.212421404	3.025291076	1.064710737	2.251291799	-0.45383373751	0.855	4.551241844	3.570095918	"BE"
"458"	"Prestoea_acuminata"	"Prestoea acuminata"	"Prestoea"	"Arecaceae"	1.356177209905	3.587198402555	0.75974342556	-0.263093912285	-0.75433234307	0.31	4.49153101095	2.525728644	"CC"
"459"	"Prosopis_pallida"	"Prosopis pallida"	"Prosopis"	"Leguminosae"	0.7939487885	2.9400832195	0.698134722	1.202972304	-0.246393865	0.88	4.475289265	3.188828904	"BT"
"460"	"Prunus_americana"	"Prunus americana"	"Prunus"	"Rosaceae"	1.620130756	3.8394864425	0.832909123	-0.139262067	-0.635590777	0.585	3.471655845	3.017982882	"BT"
"461"	"Prunus_avium"	"Prunus avium"	"Prunus"	"Rosaceae"	1.561297537	3.763754989	0.810930216	-0.139262067	-0.635590777	0.59	3.9479808395	2.943385793	"BT"
"462"	"Prunus_cerasifera"	"Prunus cerasifera"	"Prunus"	"Rosaceae"	1.835776355	4.043051268	0.832909123	1.078409581	-0.162518929	0.58	3.86545537	2.894253105	"BT"
"463"	"Prunus_cerasus"	"Prunus cerasus"	"Prunus"	"Rosaceae"	1.52714267	4.194340715	1.235471471	-0.139262067	-0.635590777	0.69	4.299188356	3.342861805	"BT"
"464"	"Prunus_domestica"	"Prunus domestica"	"Prunus"	"Rosaceae"	1.755268361	3.915217896	0.832909123	-0.139262067	-0.635590777	0.63	4.48238089	2.862772146	"BT"
"465"	"Prunus_dulcis"	"Prunus dulcis"	"Prunus"	"Rosaceae"	1.81319475	3.463232773	0.854415328	-0.139262067	-0.635590777	0.75	3.9479808395	3.017982882	"BT"
"466"	"Prunus_emarginata"	"Prunus emarginata"	"Prunus"	"Rosaceae"	1.620130756	3.8394864425	0.832909123	-0.139262067	-0.635590777	0.585	3.9479808395	3.017982882	"BT"
"467"	"Prunus_indet"	"Prunus indet"	"Prunus"	"Rosaceae"	1.620130756	3.8394864425	0.832909123	-0.139262067	-0.635590777	0.585	3.9479808395	3.017982882	"BT"
"468"	"Prunus_lusitanica"	"Prunus lusitanica"	"Prunus"	"Rosaceae"	1.620130756	3.8394864425	0.832909123	-0.139262067	-0.635590777	0.415	3.9479808395	2.457877977	"BE"
"469"	"Prunus_mahaleb"	"Prunus mahaleb"	"Prunus"	"Rosaceae"	1.713797928	3.048798994	0.854415328	-0.139262067	-0.635590777	0.77	4.208342666	3.032064203	"BT"
"470"	"Prunus_padus"	"Prunus padus"	"Prunus"	"Rosaceae"	1.26553816	4.385894146	0.832909123	-0.139262067	-0.635590777	0.45	3.890084098	3.017982882	"BT"
"471"	"Prunus_pensylvanica"	"Prunus pensylvanica"	"Prunus"	"Rosaceae"	1.620130756	3.8394864425	0.832909123	-0.139262067	-0.635590777	0.585	4.005877581	3.17805383	"BT"
"472"	"Prunus_serotina"	"Prunus serotina"	"Prunus"	"Rosaceae"	1.519513205	3.8394864425	0.350656872	-0.597837001	-0.635590777	0.535	3.709906821	3.2047769	"BT"
"473"	"Prunus_spinosa"	"Prunus spinosa"	"Prunus"	"Rosaceae"	1.678963975	3.676806873	0.78845736	-0.139262067	-1.108662625	0.55	4.228146752	3.219275745	"BT"
"474"	"Prunus_virginiana"	"Prunus virginiana"	"Prunus"	"Rosaceae"	1.335001067	3.8394864425	0.832909123	-0.139262067	-0.635590777	0.585	3.64701525	2.922085733	"BT"
"475"	"Pseudotsuga_macrocarpa"	"Pseudotsuga macrocarpa"	"Pseudotsuga"	"Pinaceae"	1.372448954	3.129169912	1.088561953	-0.510825624	-0.663588378	0.46	4.962320017	2.479056236	"CC"
"476"	"Pseudotsuga_menziesii"	"Pseudotsuga menziesii"	"Pseudotsuga"	"Pinaceae"	1.372448954	3.129169912	1.088561953	-0.510825624	-0.663588378	0.46	4.962320017	2.479056236	"CC"
"477"	"Psidium_longipes"	"Psidium longipes"	"Psidium"	"Myrtaceae"	1.081661513	3.390810289	0.463239329	1.2419530745	-0.5992853775	0.66	4.331542964	2.549445171	"BE"
"478"	"Psidium_sintenisii"	"Psidium sintenisii"	"Psidium"	"Myrtaceae"	1.081661513	3.390810289	0.463239329	1.2419530745	-0.5992853775	0.66	4.331542964	2.549445171	"BE"
"479"	"Pyrus_communis"	"Pyrus communis"	"Pyrus"	"Rosaceae"	1.713797928	3.431079756	0.955511445	-0.139262067	-0.635590777	0.68	4.024063681	2.636912173	"BT"
"480"	"Pyrus_cordata"	"Pyrus cordata"	"Pyrus"	"Rosaceae"	1.713797928	3.431079756	0.955511445	-0.139262067	-0.635590777	0.68	4.024063681	2.636912173	"BT"
"481"	"Pyrus_indet"	"Pyrus indet"	"Pyrus"	"Rosaceae"	1.713797928	3.431079756	0.955511445	-0.139262067	-0.635590777	0.68	4.024063681	2.636912173	"BT"
"482"	"Pyrus_spinosa"	"Pyrus spinosa"	"Pyrus"	"Rosaceae"	1.713797928	3.431079756	0.955511445	-0.139262067	-0.635590777	0.68	4.024063681	2.636912173	"BT"
"483"	"Quercus_agrifolia"	"Quercus agrifolia"	"Quercus"	"Fagaceae"	0.488580015	2.320425011	0.951657876	1.399950688	-1.30933332	0.64	5.175471537	2.63188884	"BE"
"484"	"Quercus_alba"	"Quercus alba"	"Quercus"	"Fagaceae"	0.31481074	3.422632662	0.924258902	0.703097511	-0.371063681	0.54	4.133885737	3.08190997	"BT"
"485"	"Quercus_bicolor"	"Quercus bicolor"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	0.6790117395	-0.713349888	0.64	4.430181475	3.005682604	"BT"
"486"	"Quercus_buckleyi"	"Quercus buckleyi"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	0.6790117395	-0.713349888	0.64	4.430181475	2.833213344	"BT"
"487"	"Quercus_canariensis"	"Quercus canariensis"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	0.6790117395	-0.713349888	0.78	4.430181475	2.988707659	"BT"
"488"	"Quercus_cerris"	"Quercus cerris"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.131402111	0.6790117395	-0.713349888	0.72	4.002777369	3.037353948	"BT"
"489"	"Quercus_chrysolepis"	"Quercus chrysolepis"	"Quercus"	"Fagaceae"	-0.809680997	4.113738609	1.0060495465	0.292669614	-0.713349888	0.64	5.328652566	2.341805806	"BE"
"490"	"Quercus_coccinea"	"Quercus coccinea"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	0.6790117395	-0.713349888	0.515	4.439115602	2.890371758	"BT"
"491"	"Quercus_douglasii"	"Quercus douglasii"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.16315081	0.88376754	-0.713349888	0.765	4.856862321	2.940219564	"BT"
"492"	"Quercus_ellipsoidalis"	"Quercus ellipsoidalis"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	0.6790117395	-0.713349888	0.64	3.955561307	3.058002599	"BT"
"493"	"Quercus_engelmannii"	"Quercus engelmannii"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	0.6790117395	-0.713349888	0.64	4.430181475	2.833213344	"BE"
"494"	"Quercus_faginea"	"Quercus faginea"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	0.6790117395	-0.713349888	0.79	4.430181475	3.025291076	"BT"
"495"	"Quercus_falcata"	"Quercus falcata"	"Quercus"	"Fagaceae"	-0.083381609	3.765377425	1.0060495465	1.148988496	-0.713349888	0.61	4.421247348	2.760326346	"BT"
"496"	"Quercus_garryana"	"Quercus garryana"	"Quercus"	"Fagaceae"	1.280934	3.637191345	1.262713299	1.160020917	-1.203972804	0.745	4.680926798	2.833213344	"BT"
"497"	"Quercus_graciliformis"	"Quercus graciliformis"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	0.6790117395	-0.713349888	0.64	4.430181475	2.833213344	"BT"
"498"	"Quercus_ilex"	"Quercus ilex"	"Quercus"	"Fagaceae"	1.21045177	2.934388643	1.090244039	-0.061875404	-1.386294361	0.84	4.610008463	2.645820125	"BE"
"499"	"Quercus_ilicifolia"	"Quercus ilicifolia"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	0.6790117395	-0.713349888	0.64	4.430181475	2.766319109	"BT"
"500"	"Quercus_imbricaria"	"Quercus imbricaria"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	0.6790117395	-0.713349888	0.64	4.430181475	2.833213344	"BT"
"501"	"Quercus_incana"	"Quercus incana"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	0.6790117395	-0.713349888	0.64	4.65643348	2.602689685	"BT"
"502"	"Quercus_indet"	"Quercus indet"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	0.6790117395	-0.713349888	0.64	4.430181475	2.833213344	"BT"
"503"	"Quercus_kelloggii"	"Quercus kelloggii"	"Quercus"	"Fagaceae"	-1.220779923	5.633932093	1.0060495465	0.850150929	-0.713349888	0.615	4.519448886	2.832330602	"BT"
"504"	"Quercus_laceyi"	"Quercus laceyi"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	0.6790117395	-0.713349888	0.64	4.430181475	2.833213344	"BT"
"505"	"Quercus_laevis"	"Quercus laevis"	"Quercus"	"Fagaceae"	0.556754556	3.161246712	1.0060495465	-0.713349888	-0.582742409	0.64	4.660131744	2.58021683	"BT"
"506"	"Quercus_laurifolia"	"Quercus laurifolia"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	0.6790117395	-0.713349888	0.585	4.430181475	2.708050201	"BE"
"507"	"Quercus_lobata"	"Quercus lobata"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	0.6790117395	-0.713349888	0.7	4.430181475	3.0194488	"BT"
"508"	"Quercus_lyrata"	"Quercus lyrata"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	0.6790117395	-0.713349888	0.57	4.430181475	3.131136911	"BT"
"509"	"Quercus_macrocarpa"	"Quercus macrocarpa"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	0.6790117395	-0.713349888	0.58	3.848230872	3.152736022	"BT"
"510"	"Quercus_margarettae"	"Quercus margarettae"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	0.6790117395	-0.713349888	0.64	4.430181475	2.833213344	"BT"
"511"	"Quercus_marilandica"	"Quercus marilandica"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	0.6790117395	-0.713349888	0.64	4.472780998	2.623943692	"BT"
"512"	"Quercus_michauxii"	"Quercus michauxii"	"Quercus"	"Fagaceae"	0.285178942	3.637191345	1.0060495465	1.432700734	-2.040220829	0.57	3.883829271	3.044522438	"BT"
"513"	"Quercus_minima"	"Quercus minima"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	0.6790117395	-0.713349888	0.89	4.430181475	2.591516385	"BE"
"514"	"Quercus_muehlenbergii"	"Quercus muehlenbergii"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	0.6790117395	-0.713349888	0.64	3.981735618	2.833213344	"BT"
"515"	"Quercus_nigra"	"Quercus nigra"	"Quercus"	"Fagaceae"	0.19062036	3.308350831	0.593326845	0.654925968	-0.678169902	0.64	4.324000197	2.733717948	"BT"
"516"	"Quercus_oglethorpensis"	"Quercus oglethorpensis"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	0.6790117395	-0.713349888	0.64	4.430181475	2.833213344	"BE"
"517"	"Quercus_pagoda"	"Quercus pagoda"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	0.6790117395	-0.713349888	0.64	4.430181475	2.833213344	"BT"
"518"	"Quercus_palustris"	"Quercus palustris"	"Quercus"	"Fagaceae"	1.74745921	3.637191345	0.641853886	0.6790117395	-0.713349888	0.605	4.685089809	2.442347035	"BT"
"519"	"Quercus_petraea"	"Quercus petraea"	"Quercus"	"Fagaceae"	1.238374231	3.899646734	0.93413065	0.029558802	-0.994252273	0.695	4.306022635	3.038552271	"BT"
"520"	"Quercus_phellos"	"Quercus phellos"	"Quercus"	"Fagaceae"	0.270027137	3.765377425	1.0060495465	1.828573442	-0.594569617	0.62	4.143452136	2.923161581	"BT"
"521"	"Quercus_prinus"	"Quercus prinus"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	0.6790117395	-0.713349888	0.64	4.430181475	2.833213344	"BT"
"522"	"Quercus_pubescens"	"Quercus pubescens"	"Quercus"	"Fagaceae"	0.936093359	3.16758253	1.064710737	0.457424847	-0.713349888	0.755	4.389374572	2.924773185	"BT"
"523"	"Quercus_pyrenaica"	"Quercus pyrenaica"	"Quercus"	"Fagaceae"	1.029619417	3.637191345	0.993251773	0.6790117395	-0.713349888	0.81	4.430181475	2.833213344	"BT"
"524"	"Quercus_robur"	"Quercus robur"	"Quercus"	"Fagaceae"	0.867100488	4.053175285	0.966983846	-0.210721031	-0.713349888	0.615	4.258869811	3.086486637	"BT"
"525"	"Quercus_rubra"	"Quercus rubra"	"Quercus"	"Fagaceae"	0.808705521	3.238678452	1.01884732	0.815364813	-0.115113477	0.51	4.140432666	3.102791346	"BT"
"526"	"Quercus_shumardii"	"Quercus shumardii"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	0.6790117395	-0.713349888	0.64	4.430181475	2.815408719	"BT"
"527"	"Quercus_similis"	"Quercus similis"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	0.6790117395	-0.713349888	0.64	4.430181475	2.833213344	"BT"
"528"	"Quercus_sinuata"	"Quercus sinuata"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	0.6790117395	-0.713349888	0.64	4.430181475	2.833213344	"BE"
"529"	"Quercus_stellata"	"Quercus stellata"	"Quercus"	"Fagaceae"	0.270027137	3.912023005	1.0060495465	-0.210721031	-0.781246422	0.66	4.648708488	2.734367509	"BT"
"530"	"Quercus_suber"	"Quercus suber"	"Quercus"	"Fagaceae"	1.398716881	4.148359151	1.029619417	0.6790117395	-0.713349888	0.81	4.562106097	2.779129783	"BE"
"531"	"Quercus_texana"	"Quercus texana"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	0.6790117395	-0.713349888	0.64	4.430181475	2.716679528	"BT"
"532"	"Quercus_velutina"	"Quercus velutina"	"Quercus"	"Fagaceae"	0.928219303	2.357073278	1.0060495465	0.6790117395	0.329303747	0.56	4.310127759	2.995732274	"BT"
"533"	"Quercus_virginiana"	"Quercus virginiana"	"Quercus"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	0.6790117395	-0.713349888	0.855	4.430181475	2.833213344	"BE"
"534"	"Quercus_wislizeni"	"Quercus wislizeni"	"Quercus"	"Fagaceae"	0.506817602	3.637191345	1.0060495465	0.533565111	-0.713349888	0.72	5.176036732	2.833213344	"BE"
"535"	"Rhamnus_alaternus"	"Rhamnus alaternus"	"Rhamnus"	"Rhamnaceae"	2.091246587	4.016022595	0.808705521	0.45333725462	-0.30669084525	0.55	4.851795861	2.967589968	"BE"
"536"	"Rhamnus_alpina"	"Rhamnus alpina"	"Rhamnus"	"Rhamnaceae"	2.091246587	4.016022595	0.808705521	0.127278709365	-0.520069751635	0.58	4.050309381	3.0354152245	"BT"
"537"	"Rhamnus_cathartica"	"Rhamnus cathartica"	"Rhamnus"	"Rhamnaceae"	2.091246587	4.016022595	0.808705521	0.493160578115	-0.37798830567	0.61	3.248822901	3.103240481	"BT"
"538"	"Robinia_pseudacacia"	"Robinia pseudacacia"	"Robinia"	"Fabaceae"	-0.105360516	3.952012654	0.631271777	1.699278616	0.336472237	0.67	3.997099178	3.594568775	"BT"
"539"	"Robinia_pseudoacacia"	"Robinia pseudoacacia"	"Robinia"	"Fabaceae"	-0.105360516	3.952012654	0.631271777	1.699278616	0.336472237	0.67	3.997099178	3.594568775	"BT"
"540"	"Roystonea_borinquena"	"Roystonea borinquena"	"Roystonea"	"Arecaceae"	0.655006263505	3.417101458405	0.77131580763	0.753770717745	-0.55060006747	0.82	4.26409673828751	2.908539062	"CC"
"541"	"Sabal_palmetto"	"Sabal palmetto"	"Sabal"	"Arecaceae"	0.373414823385	3.64102034748	0.73735799257	0.493603281345	-0.3709185741	0.565	4.14520317872	2.952135668	"CC"
"542"	"Salix_alba"	"Salix alba"	"Salix"	"Salicaceae"	0.530628251	4.524881615	0.719775364	0.641853886	-0.967584026	0.34	4.38340069	3.303951997	"BT"
"543"	"Salix_amygdaloides"	"Salix amygdaloides"	"Salix"	"Salicaceae"	-0.25489225	4.008605103	0.719775364	0.641853886	-0.967584026	0.435	4.454579827	3.025291076	"BT"
"544"	"Salix_atrocinerea"	"Salix atrocinerea"	"Salix"	"Salicaceae"	0.530628251	4.715995741	0.719775364	0.641853886	-0.967584026	0.48	4.454579827	3.055886196	"BT"
"545"	"Salix_babylonica"	"Salix babylonica"	"Salix"	"Salicaceae"	0.530628251	4.715995741	0.719775364	0.641853886	-0.967584026	0.435	4.454579827	3.218875825	"BT"
"546"	"Salix_bebbiana"	"Salix bebbiana"	"Salix"	"Salicaceae"	0.530628251	4.715995741	0.719775364	0.641853886	-0.967584026	0.435	4.454579827	3.04927304	"BT"
"547"	"Salix_canariensis"	"Salix canariensis"	"Salix"	"Salicaceae"	0.530628251	4.715995741	0.719775364	0.641853886	-0.967584026	0.435	4.454579827	3.218875825	"BT"
"548"	"Salix_caprea"	"Salix caprea"	"Salix"	"Salicaceae"	0.722705983	4.841585279	0.719775364	0.641853886	-0.967584026	0.485	4.168214411	3.255014871	"BT"
"549"	"Salix_caroliniana"	"Salix caroliniana"	"Salix"	"Salicaceae"	0.530628251	4.715995741	0.719775364	0.641853886	-0.967584026	0.435	4.454579827	3.218875825	"BT"
"550"	"Salix_cinerea"	"Salix cinerea"	"Salix"	"Salicaceae"	0.688134639	4.715995741	0.719775364	0.641853886	-0.967584026	0.44	4.454579827	3.038312721	"BT"
"551"	"Salix_daphnoides"	"Salix daphnoides"	"Salix"	"Salicaceae"	0.530628251	4.715995741	0.719775364	0.641853886	-0.967584026	0.435	4.454579827	3.218875825	"BT"
"552"	"Salix_elaeagnos"	"Salix elaeagnos"	"Salix"	"Salicaceae"	0.530628251	4.715995741	0.719775364	0.641853886	-0.967584026	0.435	4.454579827	3.218875825	"BT"
"553"	"Salix_eleagnos"	"Salix eleagnos"	"Salix"	"Salicaceae"	0.530628251	4.715995741	0.719775364	0.641853886	-0.967584026	0.435	4.458524606	3.26308408	"BT"
"554"	"Salix_fragilis"	"Salix fragilis"	"Salix"	"Salicaceae"	0.329303747	4.496247779	0.719775364	0.641853886	-0.967584026	0.41	4.540524992	3.280911216	"BT"
"555"	"Salix_indet"	"Salix indet"	"Salix"	"Salicaceae"	0.530628251	4.715995741	0.719775364	0.641853886	-0.967584026	0.435	4.454579827	3.218875825	"BT"
"556"	"Salix_nigra"	"Salix nigra"	"Salix"	"Salicaceae"	0.530628251	4.715995741	0.719775364	0.641853886	-0.967584026	0.36	4.454579827	3.218875825	"BT"
"557"	"Salix_purpurea"	"Salix purpurea"	"Salix"	"Salicaceae"	0.494696242	4.931411695	0.719775364	0.641853886	-0.967584026	0.435	4.367293635	3.137665769	"BT"
"558"	"Salix_sepulcralis"	"Salix sepulcralis"	"Salix"	"Salicaceae"	0.530628251	4.715995741	0.719775364	0.641853886	-0.967584026	0.435	4.454579827	3.218875825	"BT"
"559"	"Salix_viminalis"	"Salix viminalis"	"Salix"	"Salicaceae"	0.559615788	4.841585279	0.719775364	0.641853886	-0.967584026	0.435	4.471524501	3.258096538	"BT"
"560"	"Samanea_saman"	"Samanea saman"	"Samanea"	"Leguminosae"	0.7939487885	2.9400832195	0.698134722	1.202972304	-0.246393865	0.61	4.475289265	3.188828904	"BE"
