"species"	"species.orig"	"genus.orig"	"family.orig"	"P50"	"slope"	"TLP"	"Ks"	"LS"	"WD"	"LMA"	"leafN"	"group"
"139"	"Chamaecyparis_thyoides"	"Chamaecyparis thyoides"	"Chamaecyparis"	"Cupressaceae"	1.91839212	2.761906874	1.123304901	-1.714798428	-1.5682425535	0.33	5.070381098	2.411439498	"CC"
"140"	"Chionanthus_domingensis"	"Chionanthus domingensis"	"Chionanthus"	"Oleaceae"	0	3.710745831	0.858661619	0.6101198885	-1.427116356	0.5575	3.7989623275	3.136146177	"BT"
"141"	"Chrysolepis_chrysophylla"	"Chrysolepis chrysophylla"	"Chrysolepis"	"Fagaceae"	0.556754556	3.637191345	1.0060495465	0.6790117395	-0.867500568	0.45	4.430181475	2.151762203	"BE"
"142"	"Chrysophyllum_cainito"	"Chrysophyllum cainito"	"Chrysophyllum"	"Sapotaceae"	0.739553553	3.025291076	1.064710737	2.251291799	-0.48036206272	0.715	4.551241844	2.912350665	"BE"
"143"	"Chrysophyllum_pauciflorum"	"Chrysophyllum pauciflorum"	"Chrysophyllum"	"Sapotaceae"	0.739553553	3.025291076	1.064710737	2.251291799	-0.62376247035	0.715	4.551241844	2.912350665	"BE"
"144"	"Cinnamomum_camphora"	"Cinnamomum camphora"	"Cinnamomum"	"Lauraceae"	0.161268148	4.414130739	0.993251773	0.466873736	-0.186329578	0.495	4.441238494	2.747270914	"BE"
"145"	"Cinnamomum_elongatum"	"Cinnamomum elongatum"	"Cinnamomum"	"Lauraceae"	0.161268148	4.414130739	0.993251773	0.466873736	-0.186329578	0.495	4.441238494	2.747270914	"BE"
"146"	"Citharexylum_fruticosum"	"Citharexylum fruticosum"	"Citharexylum"	"Verbenaceae"	0.667735245235	3.74733985729	0.66436639741	0.72230557114	-0.623158503105	0.548825	4.106741856365	3.02616976262	"BE"
"147"	"Citrus_indet"	"Citrus indet"	"Citrus"	"Rutaceae"	-1.386294361	3.87038128588	0.54233668331	0.84338157728	-0.392943559955	0.59	3.7928225437675	3.225056684	"BE"
"148"	"Citrus_sinensis"	"Citrus sinensis"	"Citrus"	"Rutaceae"	-1.386294361	3.87038128588	0.54233668331	0.84338157728	-0.392943559955	0.59	3.7928225437675	3.225056684	"BE"
"149"	"Cladrastis_kentukea"	"Cladrastis kentukea"	"Cladrastis"	"Leguminosae"	0.7939487885	2.9400832195	0.698134722	1.202972304	-0.246393865	0.61	4.475289265	3.109060959	"BT"
"150"	"Clusia_clusioides"	"Clusia clusioides"	"Clusia"	"Clusiaceae"	1.004723479495	3.39651176086	0.793149127525	0.566576725565	-0.78750874216	0.9	4.3730618111575	2.330686523	"BE"
"151"	"Clusia_rosea"	"Clusia rosea"	"Clusia"	"Clusiaceae"	0.982523030535	3.467727174815	0.877118896485	0.414813663865	-0.7958712552	0.665	4.47908265921	2.330686523	"BE"
"152"	"Coccoloba_diversifolia"	"Coccoloba diversifolia"	"Coccoloba"	"Polygonaceae"	0.690291829565	3.530031446195	0.788997386475	0.72639364929	-0.57975420925	0.745	4.1845711437925	2.774461967	"BE"
"153"	"Coccoloba_microstachya"	"Coccoloba microstachya"	"Coccoloba"	"Polygonaceae"	1.169340387145	3.393796805425	0.84890091556	0.280120129065	-0.628639778505	0.8725	4.4884098357975	1.960094784	"BE"
"154"	"Coccoloba_pubescens"	"Coccoloba pubescens"	"Coccoloba"	"Polygonaceae"	0.600992526915	3.47127895679	0.752566060565	0.617941693855	-0.71444593321	1	4.320388234845	2.3672783755	"BE"
"155"	"Cocos_nucifera"	"Cocos nucifera"	"Cocos"	"Arecaceae"	0.512945227325	3.60273429571	0.72182553183	0.626955952045	-0.70507336738	0.565	4.161442405905	2.952135668	"CC"
"156"	"Coffea_liberica"	"Coffea liberica"	"Coffea"	"Rubiaceae"	1.020985602445	3.522317548635	0.8908624298	0.331431940635	-0.80969434069	0.725	4.436569490145	2.344118773	"BE"
"157"	"Conocarpus_erectus"	"Conocarpus erectus"	"Conocarpus"	"Combretaceae"	1.223775432	2.995732274	0.662687973	0.867100488	-0.3866440246	0.85	4.4963602081425	2.5112819325	"BE"
"158"	"Cordia_alliodora"	"Cordia alliodora"	"Cordia"	"Boraginaceae"	1.075002423	3.011605623	0.54522705	2.248656751	-0.1158655	0.465	4.347241072	3.43929567	"BD"
"159"	"Cordia_borinquensis"	"Cordia borinquensis"	"Cordia"	"Boraginaceae"	1.075002423	3.011605623	0.54522705	2.248656751	-0.1158655	0.705	4.347241072	2.965273066	"BE"
"160"	"Cordia_obliqua"	"Cordia obliqua"	"Cordia"	"Boraginaceae"	1.075002423	3.011605623	0.54522705	2.248656751	-0.1158655	0.605	4.347241072	3.311090309	"BE"
"161"	"Cordia_sulcata"	"Cordia sulcata"	"Cordia"	"Boraginaceae"	1.075002423	3.011605623	0.54522705	2.248656751	-0.1158655	0.605	4.347241072	3.311090309	"BT"
"162"	"Cornus_alba"	"Cornus alba"	"Cornus"	"Cornaceae"	1.7173467035	3.0834940245	1.0156571415	-0.105360516	-0.465533635	0.57	3.907211448	2.741807298	"BT"
"163"	"Cornus_florida"	"Cornus florida"	"Cornus"	"Cornaceae"	1.583093937	2.91506437	0.871293366	-0.105360516	-0.465533635	0.57	3.68210657	2.741807298	"BT"
"164"	"Cornus_mas"	"Cornus mas"	"Cornus"	"Cornaceae"	1.7173467035	3.0834940245	1.0156571415	-0.105360516	-0.465533635	0.57	3.907211448	2.467675713	"BT"
"165"	"Cornus_nuttallii"	"Cornus nuttallii"	"Cornus"	"Cornaceae"	1.7173467035	3.0834940245	1.0156571415	-0.105360516	-0.465533635	0.58	3.907211448	2.741807298	"BT"
"166"	"Cornus_sanguinea"	"Cornus sanguinea"	"Cornus"	"Cornaceae"	1.85159947	3.251923679	1.160020917	-0.105360516	-0.465533635	0.565	4.100989105	3.074312374	"BT"
"167"	"Corylus_avellana"	"Corylus avellana"	"Corylus"	"Betulaceae"	0.914288729	3.63758616	0.615185639	0.5713066125	-0.73994533	0.585	3.969064746	3.16758253	"BT"
"168"	"Cotinus_obovatus"	"Cotinus obovatus"	"Cotinus"	"Anacardiaceae"	1.3669889115	2.7892329095	1.1269599605	0.346823528	0.4950811325	0.53	4.4723837045	3.022860941	"BT"
"169"	"Crataegus_azarolus"	"Crataegus azarolus"	"Crataegus"	"Rosaceae"	1.945360868	3.205805675	1.371180723	-0.139262067	-0.635590777	0.575	4.537426534	2.990719732	"BT"
"170"	"Crataegus_crus-galli"	"Crataegus crus-galli"	"Crataegus"	"Rosaceae"	1.945360868	3.205805675	1.371180723	-0.139262067	-0.635590777	0.575	4.537426534	2.990719732	"BT"
"171"	"Crataegus_indet"	"Crataegus indet"	"Crataegus"	"Rosaceae"	1.945360868	3.205805675	1.371180723	-0.139262067	-0.635590777	0.575	4.537426534	2.990719732	"BT"
"172"	"Crataegus_lacinata"	"Crataegus lacinata"	"Crataegus"	"Rosaceae"	1.945360868	3.205805675	1.371180723	-0.139262067	-0.635590777	0.575	4.537426534	2.990719732	"BT"
"173"	"Crataegus_laevigata"	"Crataegus laevigata"	"Crataegus"	"Rosaceae"	2.129421474	3.463232773	1.371180723	-0.139262067	-0.635590777	0.575	3.916711995	3.230804396	"BT"
"174"	"Crataegus_mollis"	"Crataegus mollis"	"Crataegus"	"Rosaceae"	1.945360868	3.205805675	1.371180723	-0.139262067	-0.635590777	0.575	4.537426534	2.990719732	"BT"
"175"	"Crataegus_monogyna"	"Crataegus monogyna"	"Crataegus"	"Rosaceae"	1.761300262	2.948378577	1.371180723	-0.139262067	-0.635590777	0.575	4.537426534	2.907993359	"BT"
"176"	"Crataegus_rhipidophylla"	"Crataegus rhipidophylla"	"Crataegus"	"Rosaceae"	1.945360868	3.205805675	1.371180723	-0.139262067	-0.635590777	0.575	4.671332388	2.990719732	"BT"
"177"	"Crescentia_cujete"	"Crescentia cujete"	"Crescentia"	"Bignoniaceae"	0.19361160564	3.53056475527	0.92405153138	0.75044562512	-1.21089452097	0.57	4.025351691	2.724579503	"BE"
"178"	"Croton_poecilanthus"	"Croton poecilanthus"	"Croton"	"Euphorbiaceae"	-0.523484528	3.57557326246	0.2390169	1.2515615265	-0.162518929	0.59	3.8531290975	3.186352633	"BE"
"179"	"Cryptomeria_japonica"	"Cryptomeria japonica"	"Cryptomeria"	"Cupressaceae"	1.515127233	2.670002133	0.693147181	0.364643114	-1.5682425535	0.325	5.090216357	2.43798973	"CC"
"180"	"Cupania_americana"	"Cupania americana"	"Cupania"	"Sapindaceae"	1.123304901	3.7864455135	0.470003629	-0.15082289	-0.530620251	0.5	3.72025798025	2.94811642	"BE"
"181"	"Cupania_triquetra"	"Cupania triquetra"	"Cupania"	"Sapindaceae"	1.123304901	3.7864455135	0.470003629	-0.15082289	-0.530620251	0.5	3.72025798025	2.94811642	"BE"
"182"	"Cupressus_arizonica"	"Cupressus arizonica"	"Cupressus"	"Cupressaceae"	2.392425797	2.433613355	1.123304901	-1.021651248	-1.5682425535	0.54	5.070381098	2.087533712	"CC"
"183"	"Cupressus_bakeri"	"Cupressus bakeri"	"Cupressus"	"Cupressaceae"	2.091246587	2.3991169195	1.123304901	-1.021651248	-1.5682425535	0.445	5.070381098	2.087533712	"CC"
"184"	"Cupressus_lusitanica"	"Cupressus lusitanica"	"Cupressus"	"Cupressaceae"	2.091246587	2.3991169195	1.123304901	-1.021651248	-1.5682425535	0.395	5.070381098	2.087533712	"CC"
"185"	"Cupressus_macrocarpa"	"Cupressus macrocarpa"	"Cupressus"	"Cupressaceae"	1.906575144	2.3991169195	1.123304901	-1.021651248	-1.5682425535	0.4	5.070381098	2.087533712	"CC"
"186"	"Cupressus_sargentii"	"Cupressus sargentii"	"Cupressus"	"Cupressaceae"	2.091246587	2.3991169195	1.123304901	-1.021651248	-1.5682425535	0.445	5.070381098	2.087533712	"CC"
"187"	"Cupressus_sempervirens"	"Cupressus sempervirens"	"Cupressus"	"Cupressaceae"	2.091246587	2.364620484	1.123304901	-1.021651248	-1.5682425535	0.49	5.070381098	2.087533712	"CC"
"188"	"Cyathea_arborea"	"Cyathea arborea"	"Cyathea"	"Cyatheaceae"	0.667735245235	3.74733985729	0.66436639741	0.72230557114	-0.623158503105	0.548825	4.106741856365	3.02616976262	"BE"
"189"	"Cyathea_tenera"	"Cyathea tenera"	"Cyathea"	"Cyatheaceae"	0.667735245235	3.74733985729	0.66436639741	0.72230557114	-0.623158503105	0.548825	4.106741856365	3.02616976262	"BE"
"190"	"Cyrilla_racemiflora"	"Cyrilla racemiflora"	"Cyrilla"	"Cyrillaceae"	0.158784966415	3.58088988518	0.8711843484	0.52264056269	-0.760803384025	0.615	4.460837815	2.48490665	"BE"
"191"	"Dacryodes_excelsa"	"Dacryodes excelsa"	"Dacryodes"	"Burseraceae"	-0.051293294	3.994340048	0.270027137	1.360976553	0.616185139	0.52	4.708177936	2.513251123	"BE"
"192"	"Daphnopsis_americana"	"Daphnopsis americana"	"Daphnopsis"	"Thymelaeaceae"	0.496803423705	3.84429512517	0.679981315525	0.84029714104	-0.65977644847	0.33	4.1575183201925	3.0570944352	"BE"
"193"	"Delonix_regia"	"Delonix regia"	"Delonix"	"Leguminosae"	0.7939487885	2.9400832195	0.698134722	1.202972304	-0.246393865	0.61	4.475289265	3.188828904	"BT"
"194"	"Dendropanax_arboreus"	"Dendropanax arboreus"	"Dendropanax"	"Araliaceae"	1.197899947955	3.74954210245	0.78586791551	-0.94160854	-1.08896590028	0.43	4.384585857	2.803360381	"BE"
"195"	"Diospyros_texana"	"Diospyros texana"	"Diospyros"	"Ebenaceae"	-0.954511945	3.22867877465	1.078409581	1.418277407	-0.72070055866	0.67	5.318561073	2.917770732	"BE"
"196"	"Diospyros_virginiana"	"Diospyros virginiana"	"Diospyros"	"Ebenaceae"	-0.954511945	3.254190898495	1.078409581	1.418277407	-0.60580454352	0.67	3.737431495	2.791165108	"BT"
"197"	"Ditta_myricoides"	"Ditta myricoides"	"Ditta"	"Euphorbiaceae"	-0.523484528	3.698985926225	0.2390169	1.2515615265	-0.162518929	0.51	3.8531290975	3.027715319	"BE"
"198"	"Ebenopsis_ebano"	"Ebenopsis ebano"	"Ebenopsis"	"Leguminosae"	0.7939487885	2.9400832195	0.698134722	1.202972304	-0.246393865	0.61	4.475289265	3.188828904	"BT"
"199"	"Elaeagnus_angustifolia"	"Elaeagnus angustifolia"	"Elaeagnus"	"Elaeagnaceae"	1.07349166358	3.91166544278	0.774727168	0.892709562624999	-0.39766488177	0.46	4.38949865	3.683866912	"BT"
"200"	"Erica_arborea"	"Erica arborea"	"Erica"	"Ericaceae"	0.680568398	3.080073422	0.711795073	-0.616186139	-1.612893877	0.665	4.7098951685	2.516889696	"BE"
"201"	"Erythrina_poeppigiana"	"Erythrina poeppigiana"	"Erythrina"	"Fabaceae"	-0.105360516	3.838069294	0.631271777	0.991398204	-0.2598138955	0.26	4.131319165	3.927896355	"BE"
"202"	"Erythroxylum_areolatum"	"Erythroxylum areolatum"	"Erythroxylum"	"Erythroxylaceae"	0.667735245235	3.74733985729	0.66436639741	0.72230557114	-0.623158503105	0.548825	4.106741856365	3.02616976262	"BE"
"203"	"Eucalyptus_camaldulensis"	"Eucalyptus camaldulensis"	"Eucalyptus"	"Myrtaceae"	1.420695788	3.390810289	0.698134722	1.280933845	-0.083381609	0.74	5.280662431	2.251291799	"BE"
"204"	"Eucalyptus_globulus"	"Eucalyptus globulus"	"Eucalyptus"	"Myrtaceae"	0.841567186	3.55791619	0.494696242	1.373715579	-0.45413028	0.725	3.931825633	2.646174797	"BE"
"205"	"Eucalyptus_gomphocephalus"	"Eucalyptus gomphocephalus"	"Eucalyptus"	"Myrtaceae"	1.081661513	3.390810289	0.463239329	1.2419530745	-0.5992853775	0.6475	4.331542964	2.670400989	"BE"
"206"	"Eucalyptus_grandis"	"Eucalyptus grandis"	"Eucalyptus"	"Myrtaceae"	0.494696242	2.743739044	0.431782416	1.202972304	-1.273179984	0.645	3.998751009	3.084658483	"BE"
"207"	"Eucalyptus_indet"	"Eucalyptus indet"	"Eucalyptus"	"Myrtaceae"	1.081661513	3.390810289	0.463239329	1.2419530745	-0.5992853775	0.6475	4.331542964	2.670400989	"BE"
"208"	"Eucalyptus_nitens"	"Eucalyptus nitens"	"Eucalyptus"	"Myrtaceae"	1.081661513	3.390810289	0.463239329	1.2419530745	-0.744440475	0.55	4.331542964	2.694627181	"BE"
"209"	"Eucalyptus_robusta"	"Eucalyptus robusta"	"Eucalyptus"	"Myrtaceae"	1.081661513	3.390810289	0.463239329	1.2419530745	-0.5992853775	0.65	4.331542964	2.549445171	"BE"
"210"	"Eucalyptus_viminalis"	"Eucalyptus viminalis"	"Eucalyptus"	"Myrtaceae"	1.32175584	3.390810289	0.412109651	0.774727168	-0.5992853775	0.605	4.664334919	2.7631695	"BE"
"211"	"Eugenia_biflora"	"Eugenia biflora"	"Eugenia"	"Myrtaceae"	1.081661513	3.390810289	0.463239329	1.2419530745	-0.5992853775	0.8	4.331542964	2.753660712	"BE"
"212"	"Eugenia_borinquensis"	"Eugenia borinquensis"	"Eugenia"	"Myrtaceae"	1.081661513	3.390810289	0.463239329	1.2419530745	-0.5992853775	0.76	4.331542964	2.3909044795	"BE"
"213"	"Eugenia_confusa"	"Eugenia confusa"	"Eugenia"	"Myrtaceae"	1.081661513	3.390810289	0.463239329	1.2419530745	-0.5992853775	0.76	4.331542964	2.3909044795	"BE"
"214"	"Eugenia_monticola"	"Eugenia monticola"	"Eugenia"	"Myrtaceae"	1.081661513	3.390810289	0.463239329	1.2419530745	-0.5992853775	0.76	4.331542964	2.3909044795	"BE"
"215"	"Eugenia_stahlii"	"Eugenia stahlii"	"Eugenia"	"Myrtaceae"	1.081661513	3.390810289	0.463239329	1.2419530745	-0.5992853775	0.71	4.331542964	2.028148247	"BE"
"216"	"Euonymus_europaea"	"Euonymus europaea"	"Euonymus"	"Celastraceae"	1.637053079	3.414442608	0.76138538509	-0.301440406375	-0.92113091242	0.48	4.105119635	3.163363115	"BT"
"217"	"Euonymus_europaeus"	"Euonymus europaeus"	"Euonymus"	"Celastraceae"	1.637053079	3.414442608	0.67529753639	0.5980770837	-0.32772765873	0.48	4.105119635	3.163363115	"BT"
"218"	"Euonymus_verrucosa"	"Euonymus verrucosa"	"Euonymus"	"Celastraceae"	1.637053079	3.414442608	0.76138538509	-0.301440406375	-0.92113091242	0.48	4.105119635	3.163363115	"BT"
"219"	"Exostema_caribaeum"	"Exostema caribaeum"	"Exostema"	"Rubiaceae"	0.64340230198	3.26005357233	0.717433000245	0.750386265375	-0.55442938899	0.995	4.1055408782775	2.957511061	"BE"
"220"	"Fagus_grandifolia"	"Fagus grandifolia"	"Fagus"	"Fagaceae"	1.625311262	3.733972315	0.916290732	-0.967584026	-1.272965676	0.56	3.208421367	3.262318383	"BT"
"221"	"Fagus_sylvatica"	"Fagus sylvatica"	"Fagus"	"Fagaceae"	0.998791953	3.733972315	0.916290732	-0.967584026	-1.272965676	0.675	3.208421367	3.166950752	"BT"
"222"	"Ficus_americana"	"Ficus americana"	"Ficus"	"Moraceae"	0.589312113	3.773443152	0.039220713	0.512823626	-0.204567166	0.395	5.393513904	2.556063844	"BE"
"223"	"Ficus_aurea"	"Ficus aurea"	"Ficus"	"Moraceae"	0.589312113	3.773443152	0.039220713	0.512823626	-0.204567166	0.44	4.521854499	2.624668592	"BE"
"224"	"Ficus_carica"	"Ficus carica"	"Ficus"	"Moraceae"	0.727548607	3.398527153	0.039220713	0.512823626	-0.204567166	0.52	4.314817885	3.266331766	"BE"
"225"	"Ficus_citrifolia"	"Ficus citrifolia"	"Ficus"	"Moraceae"	0.451075619	4.148359151	0.039220713	0.512823626	-0.204567166	0.4	3.42913675	3.120159852	"BE"
"226"	"Ficus_trigonata"	"Ficus trigonata"	"Ficus"	"Moraceae"	0.589312113	3.773443152	0.039220713	0.512823626	-0.204567166	0.43	4.728891113	2.882563575	"BE"
"227"	"Frangula_alnus"	"Frangula alnus"	"Frangula"	"Rhamnaceae"	1.071583616	4.501918556	0.808705521	0.716602594414999	-0.418995164865	0.435	3.328447461	3.29694736	"BT"
"228"	"Frangula_dodonei"	"Frangula dodonei"	"Frangula"	"Rhamnaceae"	1.071583616	4.501918556	0.808705521	0.946793535635	-0.513469839665	0.435	3.328447461	3.29694736	"BT"
"229"	"Fraxinus_americana"	"Fraxinus americana"	"Fraxinus"	"Oleaceae"	-0.510825624	3.710745831	0.760805829	0.88376754	-1.427116356	0.595	3.583796678	3.136146177	"BT"
"230"	"Fraxinus_angustifolia"	"Fraxinus angustifolia"	"Fraxinus"	"Oleaceae"	0	3.710745831	0.858661619	0.6101198885	-1.427116356	0.585	4.371976299	3.328985048	"BT"
"231"	"Fraxinus_caroliniana"	"Fraxinus caroliniana"	"Fraxinus"	"Oleaceae"	0	3.710745831	0.858661619	0.6101198885	-1.427116356	0.5575	3.7989623275	3.136146177	"BT"
"232"	"Fraxinus_excelsior"	"Fraxinus excelsior"	"Fraxinus"	"Oleaceae"	1.040276712	3.860729711	0.91027266	0.6101198885	-1.427116356	0.665	3.7989623275	3.091042453	"BT"
"233"	"Fraxinus_indet"	"Fraxinus indet"	"Fraxinus"	"Oleaceae"	0	3.710745831	0.858661619	0.6101198885	-1.427116356	0.5575	3.7989623275	3.136146177	"BT"
"234"	"Fraxinus_latifolia"	"Fraxinus latifolia"	"Fraxinus"	"Oleaceae"	0	3.710745831	0.858661619	0.6101198885	-1.427116356	0.54	3.7989623275	3.136146177	"BT"
"235"	"Fraxinus_nigra"	"Fraxinus nigra"	"Fraxinus"	"Oleaceae"	0	3.710745831	0.858661619	0.6101198885	-1.427116356	0.45	3.719044868	3.224857897	"BT"
"236"	"Fraxinus_ornus"	"Fraxinus ornus"	"Fraxinus"	"Oleaceae"	0.78845736	2.725235026	0.858661619	-0.342490309	-1.427116356	0.5575	3.878879787	3.005682604	"BT"
"237"	"Fraxinus_pennsylvanica"	"Fraxinus pennsylvanica"	"Fraxinus"	"Oleaceae"	0	5.047224342	0.858661619	0.336472237	-1.427116356	0.575	3.254436	2.766633525	"BT"
"238"	"Fraxinus_profunda"	"Fraxinus profunda"	"Fraxinus"	"Oleaceae"	0	3.710745831	0.858661619	0.6101198885	-1.427116356	0.48	3.7989623275	3.136146177	"BT"
"239"	"Fraxinus_quadrangulata"	"Fraxinus quadrangulata"	"Fraxinus"	"Oleaceae"	0	3.710745831	0.858661619	0.6101198885	-1.427116356	0.53	3.7989623275	3.507657293	"BT"
"240"	"Fraxinus_texensis"	"Fraxinus texensis"	"Fraxinus"	"Oleaceae"	0	3.710745831	0.858661619	0.6101198885	-1.427116356	0.5575	3.7989623275	3.136146177	"BE"
"241"	"Fraxinus_velutina"	"Fraxinus velutina"	"Fraxinus"	"Oleaceae"	-0.15665381	3.560761951	0.858661619	1.16471209	-1.427116356	0.5575	4.305010592	3.136146177	"BT"
"242"	"Ginkgo_biloba"	"Ginkgo biloba"	"Ginkgo"	"Ginkgoaceae"	1.413423029	4.004055091	0.78845736	-0.59886914201	-0.84761635827	0.465	4.175463614	2.91506437	"BT"
"243"	"Gleditsia_aquatica"	"Gleditsia aquatica"	"Gleditsia"	"Fabaceae"	-0.765717873	3.838069294	0.631271777	0.991398204	0.122217633	0.59	3.663433433	3.27978276	"BT"
"244"	"Gleditsia_triacanthos"	"Gleditsia triacanthos"	"Gleditsia"	"Fabaceae"	-0.765717873	3.838069294	0.631271777	0.991398204	0.122217633	0.59	3.663433433	3.27978276	"BT"
"245"	"Gliricidia_sepium"	"Gliricidia sepium"	"Gliricidia"	"Leguminosae"	0.7939487885	2.9400832195	0.708035793	1.294727168	0.399628106	0.6	4.284413806	3.228826156	"BE"
"246"	"Gordonia_lasianthus"	"Gordonia lasianthus"	"Gordonia"	"Theaceae"	0.29479041895	3.56848196427	0.82040455895	0.406472919465	-0.85602065854	0.581525	4.11304120014	3.044522438	"BE"
"247"	"Guaiacum_officinale"	"Guaiacum officinale"	"Guaiacum"	"Zygophyllaceae"	0.55249253813	3.54469018041	0.54674765038	0.95918365574	-0.330943478325	1.14	4.1510831232725	2.951609592595	"BE"
"248"	"Guapira_fragrans"	"Guapira fragrans"	"Guapira"	"Nyctaginaceae"	0.626430972345	3.842143105455	0.71378138034	0.4750031719	-0.711722295815	0.51	4.1661824852675	2.907810978	"BE"
"249"	"Guarea_guidonia"	"Guarea guidonia"	"Guarea"	"Meliaceae"	0.826366024	3.742894042	0.744315467	1.730770198	0.174154967	0.565	4.339119134	3.356897123	"BE"
"250"	"Guazuma_ulmifolia"	"Guazuma ulmifolia"	"Guazuma"	"Malvaceae"	1.0186061535	4.038956367	0.693147181	1.1442228	-0.313366772125	0.525	4.246063717	3.204168196	"BE"
"251"	"Guettarda_ovalifolia"	"Guettarda ovalifolia"	"Guettarda"	"Rubiaceae"	1.0628918477	3.46451343026	0.875228315675	0.460327213635	-0.77303362796	0.725	4.42153649912	2.091864062	"BE"
"252"	"Guettarda_scabra"	"Guettarda scabra"	"Guettarda"	"Rubiaceae"	0.448276939895	3.316688723265	0.89771363783	0.83131492128	-0.706885262035	0.725	4.441258117175	2.091864062	"BE"
"253"	"Gymnanthes_lucida"	"Gymnanthes lucida"	"Gymnanthes"	"Euphorbiaceae"	-0.523484528	3.676726406245	0.2390169	1.2515615265	-0.162518929	1.1	3.8531290975	3.027715319	"BE"
"254"	"Gymnocladus_dioicus"	"Gymnocladus dioicus"	"Gymnocladus"	"Fabaceae"	-0.105360516	3.838069294	0.631271777	0.991398204	-0.2598138955	0.59	3.997099178	3.5015187065	"BE"
"255"	"Halesia_carolina"	"Halesia carolina"	"Halesia"	"Styracaceae"	0.148123781785	4.10750102432	0.769778873235	0.58702969592	-0.74228819164	0.42	3.952901747595	3.070793120905	"BT"
"256"	"Halesia_diptera"	"Halesia diptera"	"Halesia"	"Styracaceae"	0.76179719605	3.8165253418	0.69597025505	0.568918955215	-0.800124508469999	0.42	4.198131681075	3.1025202789	"BT"
"257"	"Halesia_indet"	"Halesia indet"	"Halesia"	"Styracaceae"	0.76179719605	3.8165253418	0.69597025505	0.568918955215	-0.800124508469999	0.42	4.198131681075	3.1025202789	"BE"
"258"	"Heberdenia_bahamensis"	"Heberdenia bahamensis"	"Heberdenia"	"Primulaceae"	0.307394629475	3.50450696505	0.874966061495	0.5906059615	-0.780579269085	0.6195	4.49467605282	2.228938553	"BE"
"259"	"Henriettea_squamulosum"	"Henriettea squamulosum"	"Henriettea"	"Melastomataceae"	0.70727913113	3.304529967585	0.75574244637	0.69714911512	-0.47963088695	0.68	4.292785501	2.8077715355	"BE"
"260"	"Homalium_racemosum"	"Homalium racemosum"	"Homalium"	"Salicaceae"	0.530628251	4.510564697	0.719775364	0.641853886	-0.967584026	0.79	4.454579827	2.935982269	"BE"
"261"	"Hymenaea_courbaril"	"Hymenaea courbaril"	"Hymenaea"	"Leguminosae"	1.10856262	3.742894042	0.698134722	1.470175845	-0.064762546	0.73	4.969743853	2.87525812	"BE"
"262"	"Hypelate_trifoliata"	"Hypelate trifoliata"	"Hypelate"	"Sapindaceae"	1.123304901	3.7864455135	0.470003629	-0.15082289	-0.530620251	0.5325	3.72025798025	3.118367247	"BE"
"263"	"Ilex_aquifolium"	"Ilex aquifolium"	"Ilex"	"Aquifoliaceae"	1.701105101	2.940219564	0.587786665	-1.771956842	-1.567216897	0.655	4.673482826	2.694627181	"BE"
"264"	"Ilex_canariensis"	"Ilex canariensis"	"Ilex"	"Aquifoliaceae"	1.701105101	2.940219564	0.761940012	-1.771956842	-1.567216897	0.655	4.673482826	2.7840959105	"BE"
"265"	"Ilex_opaca"	"Ilex opaca"	"Ilex"	"Aquifoliaceae"	1.701105101	2.940219564	0.936093359	-1.771956842	-1.567216897	0.655	4.673482826	2.87356464	"BE"
"266"	"Ilex_platyphylla"	"Ilex platyphylla"	"Ilex"	"Aquifoliaceae"	1.701105101	2.940219564	0.761940012	-1.771956842	-1.567216897	0.655	4.673482826	2.7840959105	"BE"
"267"	"Inga_laurina"	"Inga laurina"	"Inga"	"Leguminosae"	1.510721939	2.9400832195	0.698134722	1.202972304	-0.246393865	0.655	4.461415282	3.2554006	"BE"
"268"	"Inga_vera"	"Inga vera"	"Inga"	"Leguminosae"	1.510721939	2.9400832195	0.698134722	1.202972304	-0.246393865	0.54	3.942358205	3.224857897	"BE"
"269"	"Ixora_ferrea"	"Ixora ferrea"	"Ixora"	"Rubiaceae"	0.78672574926	3.33285258339	0.789366895915	0.684018298885	-0.604262836975	0.65	4.38725625394	2.596373484	"BE"
"270"	"Juglans_cinerea"	"Juglans cinerea"	"Juglans"	"Juglandaceae"	0.806475866	4.976733742	0.447885824	0.48173797257	-0.647590205814999	0.36	3.910221383	3.113515309	"BT"
"271"	"Juglans_hindsii"	"Juglans hindsii"	"Juglans"	"Juglandaceae"	0.806475866	4.976733742	0.447885824	0.47240810077	-0.58516731972	0.55	4.274998062	3.113515309	"BT"
"272"	"Juglans_indet"	"Juglans indet"	"Juglans"	"Juglandaceae"	0.806475866	4.976733742	0.447885824	0.433221799125	-0.722826758425	0.55	4.274998062	3.113515309	"BT"
"273"	"Juglans_major"	"Juglans major"	"Juglans"	"Juglandaceae"	0.806475866	4.976733742	0.447885824	0.433221799125	-0.722826758425	0.55	4.274998062	3.113515309	"BD"
"274"	"Juglans_microcarpa"	"Juglans microcarpa"	"Juglans"	"Juglandaceae"	0.806475866	4.976733742	0.447885824	0.47240810077	-0.58516731972	0.55	4.274998062	3.113515309	"BT"
"275"	"Juglans_nigra"	"Juglans nigra"	"Juglans"	"Juglandaceae"	0.806475866	4.976733742	0.447885824	0.4284261986	-0.55620850458	0.55	4.815755208	3.124565145	"BT"
