"species.orig"	"genus.orig"	"family.orig"	"P50"	"slope"	"TLP"	"LS"	"Ks"	"WD"	"LMA"	"leafN"	"group"
"638"	"Salix babylonica"	"Salix"	"Salicaceae"	0.530628251	4.715995741	0.719775364	-0.967584026	0.641853886	0.435	4.454579827	3.218875825	"BD"
"639"	"Salix bebbiana"	"Salix"	"Salicaceae"	0.530628251	4.715995741	0.719775364	-0.967584026	0.641853886	0.435	4.454579827	3.04927304	"BD"
"640"	"Salix canariensis"	"Salix"	"Salicaceae"	0.530628251	4.715995741	0.719775364	-0.967584026	0.641853886	0.435	4.454579827	3.218875825	"BD"
"641"	"Salix caprea"	"Salix"	"Salicaceae"	0.722705983	4.841585279	0.719775364	-0.967584026	0.641853886	0.485	4.168214411	3.255014871	"BD"
"642"	"Salix caroliniana"	"Salix"	"Salicaceae"	0.530628251	4.715995741	0.719775364	-0.967584026	0.641853886	0.435	4.454579827	3.218875825	"BD"
"643"	"Salix cinerea"	"Salix"	"Salicaceae"	0.688134639	4.715995741	0.719775364	-0.967584026	0.641853886	0.44	4.454579827	3.038312721	"BD"
"644"	"Salix daphnoides"	"Salix"	"Salicaceae"	0.530628251	4.715995741	0.719775364	-0.967584026	0.641853886	0.435	4.454579827	3.218875825	"BD"
"645"	"Salix elaeagnos"	"Salix"	"Salicaceae"	0.530628251	4.715995741	0.719775364	-0.967584026	0.641853886	0.435	4.454579827	3.218875825	"BD"
"646"	"Salix eleagnos"	"Salix"	"Salicaceae"	0.530628251	4.715995741	0.719775364	-0.967584026	0.641853886	0.435	4.458524606	3.26308408	"BD"
"647"	"Salix fragilis"	"Salix"	"Salicaceae"	0.329303747	4.496247779	0.719775364	-0.967584026	0.641853886	0.41	4.540524992	3.280911216	"BD"
"648"	"Salix indet"	"Salix"	"Salicaceae"	0.530628251	4.715995741	0.719775364	-0.967584026	0.641853886	0.435	4.454579827	3.218875825	"BD"
"649"	"Salix nigra"	"Salix"	"Salicaceae"	0.530628251	4.715995741	0.719775364	-0.967584026	0.641853886	0.36	4.454579827	3.218875825	"BD"
"650"	"Salix purpurea"	"Salix"	"Salicaceae"	0.494696242	4.931411695	0.719775364	-0.967584026	0.641853886	0.435	4.367293635	3.137665769	"BD"
"651"	"Salix sepulcralis"	"Salix"	"Salicaceae"	0.530628251	4.715995741	0.719775364	-0.967584026	0.641853886	0.435	4.454579827	3.218875825	"BD"
"652"	"Salix viminalis"	"Salix"	"Salicaceae"	0.559615788	4.841585279	0.719775364	-0.967584026	0.641853886	0.435	4.471524501	3.258096538	"BD"
"653"	"Samanea saman"	"Samanea"	"Fabaceae"	0.479334957	3.7193365675	0.631271777	-0.2598138955	0.991398204	0.6075	4.038630117	3.27978276	"BE"
"654"	"Sambucus nigra"	"Sambucus"	"Adoxaceae"	0.3074847	4.967170923	0.009950331	-1.386294361	0.44619540786	0.28	3.660222745	3.505557397	"BD"
"655"	"Sambucus racemosa"	"Sambucus"	"Adoxaceae"	0.3074847	4.967170923	0.343589704	-1.386294361	0.322023095805	0.24	3.473518043	3.951243719	"BD"
"656"	"Sapindus saponaria"	"Sapindus"	"Sapindaceae"	1.272565596	3.7864455135	0.470003629	-0.530620251	0.296394013	0.6	4.611549793	3.401197382	"BE"
"657"	"Sapium laurocerasus"	"Sapium"	"Euphorbiaceae"	-0.523484528	3.438725857365	0.2390169	-0.162518929	1.2515615265	0.38	3.8531290975	3.027715319	"BE"
"658"	"Sassafras albidum"	"Sassafras"	"Lauraceae"	0.570979547	2.155244505	0.993251773	-0.186329578	0.466873736	0.445	3.615232914	3.295836866	"BE"
"659"	"Savia sessiliflora"	"Savia"	"Phyllanthaceae"	0.31146715878	3.53468961237	0.4767750519	-0.24664057821	2.118662255	0.61	4.128987506	3.212656525	"BE"
"660"	"Schaefferia frutescens"	"Schaefferia"	"Celastraceae"	1.637053079	3.414442608	0.811874023409999	-0.833223299465	0.011590178805	0.48	4.105119635	3.163363115	"BE"
"661"	"Schefflera morototonii"	"Schefflera"	"Araliaceae"	1.46244632905	3.72722890423	0.773870313425	-0.8435325336	-0.94160854	0.43	4.384585857	2.803360381	"BE"
"662"	"Schoepfia obovata"	"Schoepfia"	"Schoepfiaceae"	1.351503190885	3.493604817355	0.93651772337	-0.63948403624	0.13664780756	0.591725	4.277542287685	2.80087228941	"BE"
"663"	"Senna siamea"	"Senna"	"Fabaceae"	0.479334957	3.7193365675	0.631271777	-0.2598138955	0.991398204	0.63	4.038630117	3.188828904	"BE"
"664"	"Sequoia sempervirens"	"Sequoia"	"Cupressaceae"	1.745715531	3.48676327	0.685618914	-1.5682425535	0.322083499	0.49	4.50821866	2.333114298	"NC"
"665"	"Sequoiadendron giganteum"	"Sequoiadendron"	"Cupressaceae"	1.446918983	3.959669659	1.123304901	-1.5682425535	-0.430782916	0.51	6.294712343	2.351375257	"NC"
"666"	"Sideroxylon cubense"	"Sideroxylon"	"Sapotaceae"	-0.314710745	3.025291076	1.064710737	-0.621300548795	2.251291799	0.85	3.761897547	3.01313148575	"BE"
"667"	"Sideroxylon lanuginosum"	"Sideroxylon"	"Sapotaceae"	-0.314710745	3.025291076	1.064710737	-0.457130463755	2.251291799	0.85	3.761897547	3.01313148575	"BD"
"668"	"Sideroxylon salicifolium"	"Sideroxylon"	"Sapotaceae"	-0.314710745	3.025291076	1.064710737	-0.457130463755	2.251291799	0.85	3.761897547	3.01313148575	"BE"
"669"	"Sloanea amygdalina"	"Sloanea"	"Elaeocarpaceae"	1.351503190885	3.493604817355	0.93651772337	-0.63948403624	0.13664780756	0.591725	4.277542287685	2.80087228941	"BE"
"670"	"Sloanea berteriana"	"Sloanea"	"Elaeocarpaceae"	1.351503190885	3.493604817355	0.93651772337	-0.63948403624	0.13664780756	0.591725	4.277542287685	2.80087228941	"BE"
"671"	"Solanum bahamense"	"Solanum"	"Solanaceae"	1.351503190885	3.493604817355	0.93651772337	-0.63948403624	0.13664780756	0.591725	4.277542287685	2.80087228941	"BE"
"672"	"Solanum rugosum"	"Solanum"	"Solanaceae"	1.351503190885	3.493604817355	0.93651772337	-0.63948403624	0.13664780756	0.591725	4.277542287685	2.80087228941	"BE"
"673"	"Sophora affinis"	"Sophora"	"Fabaceae"	0.479334957	3.7193365675	0.631271777	-0.2598138955	0.991398204	0.6075	4.038630117	3.27978276	"BD"
"674"	"Sorbus americana"	"Sorbus"	"Rosaceae"	1.208960346	3.117949906	1.029619417	-1.1757834255	0.5867052495	0.66	4.024063681	3.368157528	"BD"
"675"	"Sorbus aria"	"Sorbus"	"Rosaceae"	1.682688374	3.251923679	1.029619417	-1.1757834255	0.5867052495	0.71	4.103056503	2.929592471	"BD"
"676"	"Sorbus aucuparia"	"Sorbus"	"Rosaceae"	1.208960346	2.984924075	1.029619417	-1.108662625	0.058268908	0.57	4.390366759	3.044522438	"BD"
"677"	"Sorbus domestica"	"Sorbus"	"Rosaceae"	1.208960346	3.117949906	1.029619417	-1.1757834255	0.5867052495	0.66	4.024063681	2.929592471	"BD"
"678"	"Sorbus indet"	"Sorbus"	"Rosaceae"	1.208960346	3.117949906	1.029619417	-1.1757834255	0.5867052495	0.66	4.024063681	2.929592471	"BE"
"679"	"Sorbus intermedia"	"Sorbus"	"Rosaceae"	1.208960346	3.117949906	1.029619417	-1.1757834255	0.5867052495	0.66	3.945070859	2.541601993	"BD"
"680"	"Sorbus latifolia"	"Sorbus"	"Rosaceae"	1.208960346	3.117949906	1.029619417	-1.1757834255	0.5867052495	0.66	4.024063681	2.929592471	"BD"
"681"	"Sorbus mougeotii"	"Sorbus"	"Rosaceae"	1.208960346	3.117949906	1.029619417	-1.1757834255	0.5867052495	0.66	4.024063681	2.929592471	"BD"
"682"	"Sorbus torminalis"	"Sorbus"	"Rosaceae"	1.156881197	3.117949906	1.029619417	-1.242904226	1.115141591	0.66	3.463859143	2.872434057	"BD"
"683"	"Spathodea campanulata"	"Spathodea"	"Bignoniaceae"	0.1748070453	3.63117116009	0.791385425185	-1.076310973355	0.64276462034	0.32	4.025351691	3.15976256	"BE"
"684"	"Spondias mombin"	"Spondias"	"Anacardiaceae"	1.235471471	2.7892329095	1.1269599605	2.017566138	2.09679018	0.37	4.48914186	3.022860941	"BD"
"685"	"Spondias purpurea"	"Spondias"	"Anacardiaceae"	1.235471471	2.7892329095	1.1269599605	2.017566138	1.064710737	0.355	4.455625549	3.265568553	"BD"
"686"	"Swietenia macrophylla"	"Swietenia"	"Meliaceae"	0.826366024	3.742894042	0.744315467	0.174154967	0.277631737	0.42	4.703566508	2.803360381	"BE"
"687"	"Swietenia mahagoni"	"Swietenia"	"Meliaceae"	0.826366024	3.742894042	0.744315467	0.174154967	0.277631737	0.59	4.703566508	2.533696814	"BE"
"688"	"Syzygium jambos"	"Syzygium"	"Myrtaceae"	0	3.390810289	0.431782416	0.262364264	1.435084525	0.66	4.801846551	2.508379006	"BE"
"689"	"Tabebuia haemantha"	"Tabebuia"	"Bignoniaceae"	1.094297471825	3.217924639735	0.644105171045	-0.447563104725	0.744535874895	0.7375	4.025351691	2.116255515	"BE"
"690"	"Tabebuia heterophylla"	"Tabebuia"	"Bignoniaceae"	0.61319657172	3.31511960766	0.90347419847	-1.084052992405	0.54281466023	0.575	4.025351691	2.68341592	"BD"
"691"	"Tabebuia rigida"	"Tabebuia"	"Bignoniaceae"	1.002910234725	3.485501865755	0.780047130755	-0.571768400635	0.39514144765	0.7375	4.025351691	2.442347035	"BE"
"692"	"Tabebuia schumanniana"	"Tabebuia"	"Bignoniaceae"	1.35320849477	3.25420682404	0.85378348966	-0.73685130525	0.055127617945	0.9	4.025351691	2.442347035	"BD"
"693"	"Tabernaemontana citrifolia"	"Tabernaemontana"	"Apocynaceae"	0.66228005373	3.41831814245	0.76024630277	-0.407394354545	0.82326988922	0.655975	4.274432217435	2.595254707	"BE"
"694"	"Tamarindus indica"	"Tamarindus"	"Fabaceae"	0.479334957	3.7193365675	0.631271777	-0.2598138955	0.991398204	0.915	4.038630117	2.901421594	"BE"
"695"	"Tamarix anglica"	"Tamarix"	"Tamaricaceae"	1.351503190885	3.493604817355	0.93651772337	-0.63948403624	0.13664780756	0.591725	4.277542287685	2.80087228941	"BD"
"696"	"Tamarix indet"	"Tamarix"	"Tamaricaceae"	1.351503190885	3.493604817355	0.93651772337	-0.63948403624	0.13664780756	0.591725	4.277542287685	2.80087228941	"BE"
"697"	"Taxodium ascendens"	"Taxodium"	"Cupressaceae"	0.795252403	2.539236994	1.123304901	-1.5682425535	1.364815329	0.38	4.853630545	2.525728644	"NC"
"698"	"Taxodium distichum"	"Taxodium"	"Cupressaceae"	0.795252403	2.539236994	1.123304901	-1.5682425535	1.364815329	0.38	4.853630545	2.525728644	"NC"
"699"	"Taxus baccata"	"Taxus"	"Taxaceae"	1.969208061	2.903616985	1.036736885	-1.246138430565	-1.139434283	0.635	4.906977032	3.043807897	"NC"
"700"	"Taxus brevifolia"	"Taxus"	"Taxaceae"	1.86252854	3.132446097	1.036736885	-1.30609471627	-1.139434283	0.635	4.162158962	2.459588842	"NC"
"701"	"Terminalia catappa"	"Terminalia"	"Combretaceae"	1.223775432	2.995732274	0.662687973	-0.514786046985	0.867100488	0.52	4.405952345865	2.624668592	"BE"
"702"	"Tetraclinis articulata"	"Tetraclinis"	"Cupressaceae"	2.475697711	3.402529827	1.123304901	-1.282420951	-0.415515444	0.635	5.070381098	2.4530446305	"NC"
"703"	"Tetragastris balsamifera"	"Tetragastris"	"Burseraceae"	-0.051293294	3.994340048	0.270027137	0.616185139	1.360976553	0.425	4.708177936	2.698187226	"BE"
"704"	"Tetrazygia elaeagnoides"	"Tetrazygia"	"Melastomataceae"	0.66619395269	3.52516851061	0.77701115512	-0.655373966555	0.59611480458	0.655	4.1997762915	2.90416508	"BE"
"705"	"Thespesia grandiflora"	"Thespesia"	"Malvaceae"	1.0186061535	4.038956367	0.824175443	-0.47677989507	1.1442228	0.7	3.5552004685	3.228826156	"BE"
"706"	"Thouinia striata"	"Thouinia"	"Sapindaceae"	1.123304901	3.7864455135	0.470003629	-0.530620251	-0.15082289	0.9	3.72025798025	2.928523524	"BE"
"707"	"Thuja indet"	"Thuja"	"Cupressaceae"	1.3697437485	3.3488784745	0.8679119185	-0.755022584	-0.653926467	0.405	5.253305639	2.480652492	"NC"
"708"	"Thuja occidentalis"	"Thuja"	"Cupressaceae"	1.261297871	3.506457892	1.057790294	-0.755022584	-0.653926467	0.3	5.407171771	2.493205453	"NC"
"709"	"Thuja plicata"	"Thuja"	"Cupressaceae"	1.478189626	3.191299057	0.678033543	-0.755022584	-0.653926467	0.51	5.099439507	2.468099531	"NC"
"710"	"Tilia americana"	"Tilia"	"Malvaceae"	1.0186061535	4.038956367	0.824175443	-0.44373592699	1.1442228	0.32	3.534270336	3.228826156	"BD"
"711"	"Tilia cordata"	"Tilia"	"Malvaceae"	0.91228271	3.912023005	0.824175443	-0.47956088623	1.1442228	0.455	3.5552004685	3.200304439	"BD"
"712"	"Tilia europaea"	"Tilia"	"Malvaceae"	1.0186061535	4.038956367	0.824175443	-0.44884917077	1.1442228	0.48	3.5552004685	3.228826156	"BD"
"713"	"Tilia indet"	"Tilia"	"Malvaceae"	1.0186061535	4.038956367	0.824175443	-0.70521525075	1.1442228	0.4375	3.5552004685	3.228826156	"BE"
"714"	"Tilia platyphylla"	"Tilia"	"Malvaceae"	1.0186061535	4.038956367	0.824175443	-0.70521525075	1.1442228	0.4375	3.5552004685	3.228826156	"BD"
"715"	"Tilia platyphyllos"	"Tilia"	"Malvaceae"	1.124929597	4.165889729	0.824175443	-0.56843388926	1.1442228	0.42	3.576130601	3.642835516	"BD"
"716"	"Torralbasia cuneifolia"	"Torralbasia"	"Celastraceae"	1.637053079	3.414442608	0.811874023409999	-0.833223299465	0.011590178805	0.48	4.105119635	3.163363115	"BE"
"717"	"Torreya californica"	"Torreya"	"Taxaceae"	1.854734268	3.018031541	1.036736885	-1.18876033922	-1.139434283	0.635	4.534567997	2.7516983695	"NC"
"718"	"Trema micrantha"	"Trema"	"Cannabaceae"	0.500775288	3.719997153845	0.402195406145	-0.246116656265	0.488580015	0.3	4.038303171	3.339321978	"BE"
"719"	"Triadica sebifera"	"Triadica"	"Euphorbiaceae"	-0.94160854	3.68802197714	0.2390169	-0.162518929	1.101940079	0.59	3.8531290975	3.039749159	"BD"
"720"	"Trichilia hirta"	"Trichilia"	"Meliaceae"	0.826366024	3.742894042	0.744315467	0.174154967	1.730770198	0.62	4.150803658	3.244153632	"BD"
"721"	"Trichilia pallida"	"Trichilia"	"Meliaceae"	0.826366024	3.742894042	0.744315467	0.174154967	1.730770198	0.58	4.150803658	3.244153632	"BE"
"722"	"Tsuga canadensis"	"Tsuga"	"Pinaceae"	1.121677562	4.199755077	0.797507196	-0.970773317	-1.108662625	0.38	4.873592984	2.509599262	"NC"
"723"	"Tsuga caroliniana"	"Tsuga"	"Pinaceae"	1.133745726	4.199755077	0.868757227	-0.970773317	-1.108662625	0.44	4.8514730905	2.484072969	"NC"
"724"	"Tsuga heterophylla"	"Tsuga"	"Pinaceae"	1.14581389	4.199755077	0.940007258	-0.832409248	-1.108662625	0.44	4.829353197	2.46894663	"NC"
"725"	"Tsuga mertensiana"	"Tsuga"	"Pinaceae"	1.133745726	4.199755077	0.868757227	-1.832581464	-1.108662625	0.465	4.8514730905	2.484072969	"NC"
"726"	"Turpinia occidentalis"	"Turpinia"	"Staphyleaceae"	-0.09139844253	3.783230473715	0.53772345202	-0.31468349205	1.185921531055	0.375	3.794364962	3.269568939	"BE"
"727"	"Ulmus alata"	"Ulmus"	"Ulmaceae"	-0.916290732	3.78580195454001	0.54522705	-0.510825624	1.004301609	0.43	3.826029292	2.90416508	"BD"
"728"	"Ulmus americana"	"Ulmus"	"Ulmaceae"	-0.8047189565	3.760517100255	0.54522705	-0.510825624	1.004301609	0.455	3.782369797	3.026746327	"BD"
"729"	"Ulmus carpinifolia"	"Ulmus"	"Ulmaceae"	-0.8047189565	3.728380106525	0.54522705	-0.510825624	1.004301609	0.57	3.752825339	3.0112393005	"BD"
"730"	"Ulmus crassifolia"	"Ulmus"	"Ulmaceae"	-0.8047189565	3.719678412875	0.54522705	-0.510825624	1.004301609	0.59	3.752825339	3.0112393005	"BD"
"731"	"Ulmus glabra"	"Ulmus"	"Ulmaceae"	-0.693147181	3.7113206998	0.54522705	-0.510825624	1.004301609	0.625	3.352357216	3.126760536	"BD"
"732"	"Ulmus indet"	"Ulmus"	"Ulmaceae"	-0.8047189565	3.728380106525	0.54522705	-0.510825624	1.004301609	0.57	3.752825339	3.0112393005	"BD"
"733"	"Ulmus laevis"	"Ulmus"	"Ulmaceae"	-0.967584026	3.53528229586	0.54522705	-0.510825624	1.004301609	0.595	3.133317937	2.687847494	"BD"
"734"	"Ulmus minor"	"Ulmus"	"Ulmaceae"	0.053540767	3.69953219388	0.54522705	-0.510825624	1.004301609	0.645	4.066030818	3.218875825	"BD"
"735"	"Ulmus pumila"	"Ulmus"	"Ulmaceae"	-0.8047189565	3.72802296266	0.54522705	-0.510825624	1.004301609	0.545	3.752825339	3.267665989	"BD"
"736"	"Ulmus rubra"	"Ulmus"	"Ulmaceae"	-0.8047189565	3.769017658025	0.54522705	-0.510825624	1.004301609	0.48	3.723280881	2.970414466	"BD"
"737"	"Ulmus scabra"	"Ulmus"	"Ulmaceae"	-0.8047189565	3.728380106525	0.54522705	-0.510825624	1.004301609	0.57	3.752825339	3.0112393005	"BD"
"738"	"Ulmus serotina"	"Ulmus"	"Ulmaceae"	-0.8047189565	3.714054359495	0.54522705	-0.510825624	1.004301609	0.57	3.752825339	3.0112393005	"BE"
"739"	"Ulmus thomasii"	"Ulmus"	"Ulmaceae"	-0.8047189565	3.710305199505	0.54522705	-0.510825624	1.004301609	0.57	3.752825339	2.995732274	"BD"
"740"	"Umbellularia californica"	"Umbellularia"	"Lauraceae"	-0.056570351	3.231989464	0.993251773	-0.186329578	1.199964783	0.51	4.878246106	2.727852828	"BE"
"741"	"Urera baccifera"	"Urera"	"Urticaceae"	0.39162463478	3.77350561569	0.43407961096	-0.29687034788	0.510471937169999	0.15	3.672750072	3.832979798	"BE"
"742"	"Vernicia fordii"	"Vernicia"	"Euphorbiaceae"	-0.105360516	3.676749694225	0.2390169	-0.162518929	1.401182974	0.59	3.820784525	2.894806355	"BE"
"743"	"Viburnum opulus"	"Viburnum"	"Adoxaceae"	0.3074847	4.967170923	0.1767700175	-1.386294361	0.40275015131	0.425	4.127456914	3.033990986	"BD"
"744"	"Vitex divaricata"	"Vitex"	"Lamiaceae"	0.68571803707	3.29512044167	0.85718357002	-1.06381228012	0.466807934455	0.625	4.08674526383	3.27336401	"BE"
"745"	"Xylosma pachyphylla"	"Xylosma"	"Salicaceae"	0.530628251	4.510564697	0.719775364	-0.967584026	0.641853886	0.435	4.40366581	3.1658058155	"BE"
"746"	"Zanthoxylum martinicense"	"Zanthoxylum"	"Rutaceae"	-1.1268974645	3.72950020432	0.5862065434	-0.270634868695	0.839711783505	0.59	3.8987921654725	3.260785228	"BE"
"747"	"Zanthoxylum monophyllum"	"Zanthoxylum"	"Rutaceae"	-1.1268974645	3.72950020432	0.5862065434	-0.270634868695	0.839711783505	0.59	3.8987921654725	3.260785228	"BE"
"748"	"Ziziphus mauritiana"	"Ziziphus"	"Rhamnaceae"	2.091246587	4.016022595	0.808705521	-0.89947134236	-0.576994131765	0.595	4.050309381	3.0354152245	"BE"
"749"	"Ziziphus reticulata"	"Ziziphus"	"Rhamnaceae"	2.091246587	4.016022595	0.808705521	-0.89947134236	-0.576994131765	0.595	4.050309381	3.0354152245	"BE"
"750"	"Ziziphus taylorii"	"Ziziphus"	"Rhamnaceae"	2.091246587	4.016022595	0.808705521	-0.89947134236	-0.576994131765	0.595	4.050309381	3.0354152245	"BE"
